Jour;Catégorie client;Puissance moyenne journalière (W)
2024-12-28;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);531032990.0
2024-12-28;Puissance moyenne journalière de la production profilée totale (W);152290418.0
2024-12-28;Puissance moyenne journalière de la production cogénération profilée (W);1219820.0
2025-01-11;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);5440074036.0
2025-01-11;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);12831962.0
2025-01-11;Puissance moyenne journalière de la consommation profilée HTA (W);9090500.0
2025-01-11;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);11631957.0
2025-02-02;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4949415487.0
2025-02-02;Puissance moyenne journalière de la production télérelevée totale (W);5907689699.0
2025-02-02;Puissance moyenne journalière de la production autres profilée (W);1371960.0
2025-02-08;Puissance moyenne journalière de la consommation totale (W);47587315123.0
2025-02-08;Puissance moyenne journalière de la production autres profilée (W);1454609.0
2025-02-17;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);442909305.0
2025-02-25;Puissance moyenne journalière de la consommation télérelevée HTA (W);13337363080.0
2025-02-25;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);5599453489.0
2025-02-25;Puissance moyenne journalière de la production télérelevée totale (W);10402124255.0
2025-02-25;Puissance moyenne journalière de la production autres profilée (W);1424161.0
2025-03-07;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);5094403606.0
2025-03-07;Puissance moyenne journalière de la consommation profilée HTA (W);9245004.0
2025-03-07;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);9688300.0
2025-03-23;Puissance moyenne journalière de la production télérelevée totale (W);7347003122.0
2025-03-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);293746713.0
2025-03-26;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);9786804.0
2025-03-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4379802494.0
2025-03-26;Puissance moyenne journalière de la production profilée totale (W);351363483.0
2025-03-26;Puissance moyenne journalière de la production cogénération totale (W);1049888409.0
2025-03-26;Puissance moyenne journalière de la production hydraulique profilée (W);1771480.0
2025-04-03;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4927443866.0
2025-04-03;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);11051758.0
2025-04-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);14268060092.0
2025-04-03;Puissance moyenne journalière de la production autres profilée (W);1654047.0
2025-04-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);10414488.0
2025-04-23;Puissance moyenne journalière de la production cogénération totale (W);47702980.0
2025-04-23;Puissance moyenne journalière de la production hydraulique profilée (W);1761061.0
2025-04-28;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);7230181.0
2025-04-28;Puissance moyenne journalière de la production télérelevée totale (W);7475492352.0
2025-04-28;Puissance moyenne journalière de la production hydraulique profilée (W);1702689.0
2025-05-02;Puissance moyenne journalière de la production totale (W);7584870657.0
2025-05-02;Puissance moyenne journalière de la production autres totale (W);1613513906.0
2025-05-03;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10548204477.0
2025-05-03;Puissance moyenne journalière de la production cogénération totale (W);10937516.0
2025-05-05;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);10119153.0
2025-05-16;Puissance moyenne journalière de la consommation profilée HTA (W);7421927.0
2025-05-19;Puissance moyenne journalière de la consommation télérelevée HTA (W);11986756736.0
2025-05-19;Puissance moyenne journalière de la consommation profilée HTA (W);7038778.0
2025-05-19;Puissance moyenne journalière de la production totale (W);8695095840.0
2025-05-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);9310732.0
2025-05-26;Puissance moyenne journalière de la production autres totale (W);1441866117.0
2025-05-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10801625164.0
2025-05-28;Puissance moyenne journalière de la production cogénération totale (W);25399304.0
2025-07-19;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10964343678.0
2025-08-04;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);4411789460.0
2025-08-16;Puissance moyenne journalière de la production profilée totale (W);602929308.0
2025-09-12;Puissance moyenne journalière de la production cogénération profilée (W);22418.0
2020-10-21;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);50554141.0
2020-10-21;Puissance moyenne journalière de la production totale (W);11163793460.0
2020-10-30;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);59173507.0
2020-10-30;Puissance moyenne journalière de la production autres profilée (W);3547419.0
2020-11-07;Puissance moyenne journalière de la consommation totale (W);36207318476.0
2020-11-07;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);38484315.0
2020-11-07;Puissance moyenne journalière de la production télérelevée totale (W);7249948476.0
2020-11-07;Puissance moyenne journalière de la production autres profilée (W);5425186.0
2020-11-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5052490965.0
2020-11-23;Puissance moyenne journalière de la production autres totale (W);1147556627.0
2020-11-23;Puissance moyenne journalière de la production hydraulique profilée (W);9049772.0
2020-11-28;Puissance moyenne journalière de la production télérelevée totale (W);6350015695.0
2020-12-09;Puissance moyenne journalière de la consommation totale (W);55894043973.0
2020-12-09;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);789002.0
2020-12-09;Puissance moyenne journalière de la production cogénération totale (W);1752803995.0
2020-12-09;Puissance moyenne journalière de la production autres totale (W);1266649078.0
2020-12-15;Puissance moyenne journalière de la consommation totale (W);47421164459.0
2020-12-15;Puissance moyenne journalière de la consommation télérelevée HTA (W);12472508720.0
2020-12-15;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5637728757.0
2020-12-15;Puissance moyenne journalière de la production télérelevée totale (W);6641013300.0
2020-12-17;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5583000169.0
2020-12-17;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);22172403650.0
2020-12-17;Puissance moyenne journalière de la production profilée totale (W);211155775.0
2020-12-19;Puissance moyenne journalière de la consommation télérelevée HTA (W);8846471072.0
2020-12-30;Puissance moyenne journalière de la production totale (W);6582367114.0
2020-12-30;Puissance moyenne journalière de la production profilée totale (W);207234805.0
2020-12-30;Puissance moyenne journalière de la production cogénération profilée (W);889382.0
2021-01-18;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2725891097.0
2021-01-18;Puissance moyenne journalière de la production télérelevée totale (W);7122015332.0
2021-01-24;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2876975521.0
2021-01-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5252916411.0
2021-01-24;Puissance moyenne journalière de la production télérelevée totale (W);8486284645.0
2021-01-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1042027.0
2021-01-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);6600558847.0
2021-01-26;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);29875302767.0
2021-02-03;Puissance moyenne journalière de la consommation télérelevée HTA (W);13507810016.0
2021-02-03;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3274625296.0
2021-02-03;Puissance moyenne journalière de la production autres profilée (W);2238479.0
2021-02-11;Puissance moyenne journalière de la consommation totale HTA (W);14723382903.0
2021-02-11;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4121213570.0
2021-02-11;Puissance moyenne journalière de la production autres profilée (W);2625176.0
2021-03-01;Puissance moyenne journalière de la consommation totale (W);44490398045.0
2021-03-01;Puissance moyenne journalière de la consommation totale HTA (W);12992076112.0
2021-03-01;Puissance moyenne journalière de la consommation profilée HTA (W);309126707.0
2021-03-01;Puissance moyenne journalière de la production totale (W);8110186298.0
2021-03-23;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);115258332.0
2021-03-24;Puissance moyenne journalière de la production profilée totale (W);683691102.0
2021-04-05;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1612419518.0
2021-04-05;Puissance moyenne journalière de la production télérelevée totale (W);7962369386.0
2021-04-09;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1611177.0
2021-04-09;Puissance moyenne journalière de la consommation profilée HTA (W);314422130.0
2021-04-09;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);19433501293.0
2021-04-09;Puissance moyenne journalière de la production autres totale (W);1318095608.0
2021-05-03;Puissance moyenne journalière de la production cogénération profilée (W);27295.0
2021-05-29;Puissance moyenne journalière de la consommation totale (W);28710907806.0
2021-05-29;Puissance moyenne journalière de la consommation profilée HTA (W);220865712.0
2021-05-29;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2224804134.0
2021-05-29;Puissance moyenne journalière de la production cogénération totale (W);12611681.0
2021-06-01;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2665261483.0
2021-06-05;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2243469431.0
2021-06-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3230657434.0
2021-06-09;Puissance moyenne journalière de la consommation télérelevée HTA (W);13379514145.0
2021-06-09;Puissance moyenne journalière de la consommation profilée HTA (W);271333002.0
2021-06-09;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10978895737.0
2021-06-19;Puissance moyenne journalière de la production totale (W);4730231517.0
2021-06-19;Puissance moyenne journalière de la production hydraulique profilée (W);6092710.0
2021-06-19;Puissance moyenne journalière de la production autres profilée (W);1503526.0
2021-06-27;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);11780542311.0
2021-06-27;Puissance moyenne journalière de la production totale (W);4353863833.0
2021-06-29;Puissance moyenne journalière de la production autres totale (W);1400052617.0
2021-07-01;Puissance moyenne journalière de la consommation totale (W);33256908868.0
2021-07-01;Puissance moyenne journalière de la production totale (W);4531776259.0
2021-07-01;Puissance moyenne journalière de la production cogénération totale (W);12717151.0
2021-07-14;Puissance moyenne journalière de la consommation totale (W);28621861594.0
2021-07-14;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);1963910.0
2021-07-15;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2011174.0
2021-07-15;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3696725064.0
2021-07-15;Puissance moyenne journalière de la production profilée totale (W);557292072.0
2021-07-15;Puissance moyenne journalière de la production cogénération totale (W);8854047.0
2021-08-20;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3605685239.0
2021-08-20;Puissance moyenne journalière de la production hydraulique profilée (W);4106099.0
2021-09-05;Puissance moyenne journalière de la consommation télérelevée HTA (W);8916603415.0
2021-09-06;Puissance moyenne journalière de la consommation totale (W);33329769424.0
2021-09-06;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3096155.0
2021-09-06;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3805518542.0
2021-09-06;Puissance moyenne journalière de la production hydraulique profilée (W);1765042.0
2021-09-07;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10953158168.0
2021-09-07;Puissance moyenne journalière de la production profilée totale (W);677695718.0
2021-09-07;Puissance moyenne journalière de la production autres totale (W);970026609.0
2021-09-07;Puissance moyenne journalière de la production hydraulique profilée (W);1763261.0
2021-09-14;Puissance moyenne journalière de la consommation totale HTA (W);14017639768.0
2021-09-14;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2149609494.0
2021-09-14;Puissance moyenne journalière de la production profilée totale (W);347247132.0
2021-09-14;Puissance moyenne journalière de la production autres totale (W);912910598.0
2021-09-14;Puissance moyenne journalière de la production hydraulique profilée (W);1724603.0
2021-09-21;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);3533427.0
2021-09-21;Puissance moyenne journalière de la consommation profilée HTA (W);279882025.0
2021-09-21;Puissance moyenne journalière de la production hydraulique profilée (W);1691504.0
2021-09-21;Puissance moyenne journalière de la production autres profilée (W);2061459.0
2021-09-26;Puissance moyenne journalière de la consommation télérelevée HTA (W);8557785801.0
2021-10-03;Puissance moyenne journalière de la consommation profilée HTA (W);220157716.0
2021-10-03;Puissance moyenne journalière de la production profilée totale (W);240625055.0
2021-10-10;Puissance moyenne journalière de la consommation totale (W);30397217145.0
2021-10-10;Puissance moyenne journalière de la consommation totale HTA (W);8761896920.0
2021-10-10;Puissance moyenne journalière de la consommation télérelevée HTA (W);8533956488.0
2021-10-10;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3476427377.0
2021-10-10;Puissance moyenne journalière de la production télérelevée totale (W);3906589422.0
2021-10-10;Puissance moyenne journalière de la production profilée totale (W);528205248.0
2021-10-10;Puissance moyenne journalière de la production cogénération totale (W);20446343.0
2021-10-22;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3037453132.0
2021-11-01;Puissance moyenne journalière de la consommation profilée HTA (W);290638401.0
2021-11-03;Puissance moyenne journalière de la consommation profilée HTA (W);308636796.0
2021-11-14;Puissance moyenne journalière de la consommation télérelevée HTA (W);8842684666.0
2021-11-14;Puissance moyenne journalière de la production cogénération profilée (W);324053.0
2021-11-19;Puissance moyenne journalière de la consommation télérelevée HTA (W);13524185730.0
2021-11-19;Puissance moyenne journalière de la production hydraulique profilée (W);3647493.0
2021-11-19;Puissance moyenne journalière de la production autres profilée (W);2262650.0
2021-11-27;Puissance moyenne journalière de la production cogénération profilée (W);345490.0
2021-12-04;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5637082217.0
2021-12-04;Puissance moyenne journalière de la production télérelevée totale (W);12027071821.0
2021-12-10;Puissance moyenne journalière de la consommation totale (W);54888890149.0
2021-12-10;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4028359134.0
2021-12-10;Puissance moyenne journalière de la production profilée totale (W);122293839.0
2021-12-14;Puissance moyenne journalière de la consommation totale HTA (W);14861032640.0
2021-12-14;Puissance moyenne journalière de la production profilée totale (W);224097947.0
2021-12-14;Puissance moyenne journalière de la production hydraulique profilée (W);5745577.0
2021-12-14;Puissance moyenne journalière de la production autres profilée (W);2207258.0
2021-12-29;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);6057135.0
2021-12-29;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);175190057.0
2021-12-29;Puissance moyenne journalière de la production totale (W);12061826118.0
2021-12-29;Puissance moyenne journalière de la production cogénération profilée (W);342188.0
2021-12-30;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2048380822.0
2021-12-30;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);18819674238.0
2021-12-30;Puissance moyenne journalière de la production télérelevée totale (W);9922401746.0
2021-12-30;Puissance moyenne journalière de la production cogénération totale (W);1490168723.0
2021-12-30;Puissance moyenne journalière de la production autres totale (W);1536676084.0
2022-01-03;Puissance moyenne journalière de la consommation totale HTA (W);12523307903.0
2022-01-03;Puissance moyenne journalière de la consommation télérelevée HTA (W);12220586193.0
2022-01-03;Puissance moyenne journalière de la consommation profilée HTA (W);302721710.0
2022-01-04;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2594800616.0
2022-01-04;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);6251877.0
2022-01-04;Puissance moyenne journalière de la production totale (W);9749779393.0
2022-01-17;Puissance moyenne journalière de la consommation profilée HTA (W);365133478.0
2022-01-17;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4134921805.0
2022-01-17;Puissance moyenne journalière de la production totale (W);5416041470.0
2022-01-17;Puissance moyenne journalière de la production profilée totale (W);225676614.0
2022-01-19;Puissance moyenne journalière de la consommation télérelevée HTA (W);14592568742.0
2022-01-19;Puissance moyenne journalière de la consommation profilée HTA (W);363243774.0
2022-01-22;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2501035506.0
2022-01-22;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);6098106080.0
2022-01-27;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);6221099.0
2022-01-27;Puissance moyenne journalière de la consommation profilée HTA (W);376570429.0
2022-01-27;Puissance moyenne journalière de la production totale (W);7681953385.0
2022-02-05;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5461482967.0
2022-02-05;Puissance moyenne journalière de la production autres totale (W);1428245760.0
2022-02-05;Puissance moyenne journalière de la production cogénération profilée (W);349696.0
2022-02-15;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3767627803.0
2022-02-17;Puissance moyenne journalière de la production totale (W);14921810158.0
2022-02-17;Puissance moyenne journalière de la production télérelevée totale (W);14581691307.0
2022-02-20;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1924945716.0
2022-02-20;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);214052773.0
2022-02-25;Puissance moyenne journalière de la consommation totale HTA (W);13802284425.0
2022-02-25;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);3579712192.0
2022-03-17;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2524652396.0
2022-03-17;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5277105472.0
2022-03-17;Puissance moyenne journalière de la production profilée totale (W);257943225.0
2022-03-17;Puissance moyenne journalière de la production cogénération profilée (W);372734.0
2022-03-17;Puissance moyenne journalière de la production hydraulique profilée (W);5744008.0
2022-04-02;Puissance moyenne journalière de la consommation profilée HTA (W);266139747.0
2022-04-02;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);25357118877.0
2022-04-02;Puissance moyenne journalière de la production cogénération totale (W);488872158.0
2022-04-13;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);139093760.0
2022-04-13;Puissance moyenne journalière de la production profilée totale (W);561636988.0
2022-04-20;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2155619045.0
2022-05-02;Puissance moyenne journalière de la production totale (W);6264818304.0
2022-05-02;Puissance moyenne journalière de la production cogénération profilée (W);29063.0
2022-06-13;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);101452035.0
2022-06-13;Puissance moyenne journalière de la production cogénération profilée (W);21869.0
2022-07-05;Puissance moyenne journalière de la production cogénération totale (W);129478279.0
2022-07-05;Puissance moyenne journalière de la production cogénération profilée (W);30967.0
2022-07-11;Puissance moyenne journalière de la consommation télérelevée HTA (W);13477618552.0
2022-07-11;Puissance moyenne journalière de la production cogénération profilée (W);33806.0
2022-07-11;Puissance moyenne journalière de la production autres profilée (W);2472376.0
2022-07-21;Puissance moyenne journalière de la production cogénération totale (W);154710389.0
2022-08-04;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2918720724.0
2022-08-04;Puissance moyenne journalière de la production totale (W);5454974142.0
2022-08-04;Puissance moyenne journalière de la production cogénération profilée (W);7346.0
2022-08-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3713937342.0
2022-08-23;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);10624939926.0
2022-08-23;Puissance moyenne journalière de la production cogénération profilée (W);8605.0
2022-08-23;Puissance moyenne journalière de la production autres profilée (W);2499335.0
2022-08-25;Puissance moyenne journalière de la consommation totale (W);33163409832.0
2022-08-25;Puissance moyenne journalière de la production hydraulique profilée (W);1036962.0
2022-09-14;Puissance moyenne journalière de la consommation télérelevée HTA (W);13594665115.0
2022-09-14;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);3839918784.0
2022-09-19;Puissance moyenne journalière de la consommation profilée HTA (W);249598142.0
2022-09-19;Puissance moyenne journalière de la production profilée totale (W);863653192.0
2022-09-23;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);2059334868.0
2022-09-23;Puissance moyenne journalière de la production totale (W);3150776348.0
2022-09-23;Puissance moyenne journalière de la production profilée totale (W);435642213.0
2022-09-23;Puissance moyenne journalière de la production cogénération totale (W);241855508.0
2022-09-23;Puissance moyenne journalière de la production hydraulique profilée (W);1201472.0
2022-10-14;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);4797562.0
2022-10-14;Puissance moyenne journalière de la consommation profilée HTA (W);237174646.0
2020-09-25;Puissance moyenne journalière de la consommation totale HTA (W);13194572843.0
2020-09-25;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);51371261.0
2020-09-25;Puissance moyenne journalière de la production télérelevée totale (W);10946080022.0
2020-09-25;Puissance moyenne journalière de la production profilée totale (W);481540558.0
2020-09-28;Puissance moyenne journalière de la consommation profilée HTA (W);1372691380.0
2020-09-28;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);14370498623.0
2020-09-30;Puissance moyenne journalière de la production profilée totale (W);573819204.0
2020-10-08;Puissance moyenne journalière de la consommation profilée HTA (W);1449947598.0
2020-10-08;Puissance moyenne journalière de la production totale (W);8706899791.0
2020-10-09;Puissance moyenne journalière de la consommation télérelevée HTA (W);11815640296.0
2020-10-09;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4359780315.0
2020-10-09;Puissance moyenne journalière de la production télérelevée totale (W);4220566559.0
2020-10-09;Puissance moyenne journalière de la production autres profilée (W);6613556.0
2020-10-11;Puissance moyenne journalière de la consommation totale (W);32947337761.0
2020-10-11;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);38676641.0
2020-10-11;Puissance moyenne journalière de la production cogénération profilée (W);17957.0
2020-10-11;Puissance moyenne journalière de la production hydraulique profilée (W);7386571.0
2020-10-22;Puissance moyenne journalière de la consommation totale (W);37247105298.0
2020-10-22;Puissance moyenne journalière de la consommation télérelevée HTA (W);12181216030.0
2020-10-22;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);497467.0
2020-10-22;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4374408374.0
2020-10-24;Puissance moyenne journalière de la consommation télérelevée HTA (W);8740210006.0
2020-10-24;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);41702955.0
2020-10-24;Puissance moyenne journalière de la consommation profilée HTA (W);832778655.0
2020-10-24;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4072013491.0
2020-11-10;Puissance moyenne journalière de la consommation totale HTA (W);13305721525.0
2020-11-10;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);47092828.0
2020-11-10;Puissance moyenne journalière de la production profilée totale (W);330252993.0
2020-11-16;Puissance moyenne journalière de la consommation télérelevée HTA (W);11515099997.0
2020-11-16;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);498556.0
2020-11-27;Puissance moyenne journalière de la consommation totale (W);45173201290.0
2020-11-30;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);25309120730.0
2020-11-30;Puissance moyenne journalière de la production autres totale (W);1135069097.0
2020-12-06;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);4343336628.0
2020-12-06;Puissance moyenne journalière de la production autres totale (W);1194567409.0
2020-12-16;Puissance moyenne journalière de la production cogénération profilée (W);882771.0
2020-12-20;Puissance moyenne journalière de la consommation totale (W);40540789580.0
2020-12-20;Puissance moyenne journalière de la production télérelevée totale (W);7385010648.0
2020-12-21;Puissance moyenne journalière de la consommation télérelevée HTA (W);10949747926.0
2020-12-21;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);666306.0
2020-12-21;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);99004437.0
2020-12-21;Puissance moyenne journalière de la production totale (W);12473652080.0
2020-12-21;Puissance moyenne journalière de la production autres profilée (W);2360638.0
2020-12-22;Puissance moyenne journalière de la consommation totale (W);42784654179.0
2020-12-22;Puissance moyenne journalière de la production autres totale (W);1724257004.0
2020-12-22;Puissance moyenne journalière de la production hydraulique profilée (W);11494897.0
2020-12-29;Puissance moyenne journalière de la consommation totale (W);50562134291.0
2021-01-10;Puissance moyenne journalière de la consommation totale (W);55563071901.0
2021-01-10;Puissance moyenne journalière de la consommation télérelevée HTA (W);9751783322.0
2021-01-10;Puissance moyenne journalière de la production profilée totale (W);228170288.0
2021-01-20;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);888460.0
2021-01-20;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);5866156038.0
2021-01-20;Puissance moyenne journalière de la production télérelevée totale (W);14787158996.0
2021-01-20;Puissance moyenne journalière de la production profilée totale (W);146849481.0
2021-01-22;Puissance moyenne journalière de la consommation profilée HTA (W);341031394.0
2021-01-22;Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);24794157529.0
2021-01-22;Puissance moyenne journalière de la production cogénération totale (W);1750552842.0
2021-01-22;Puissance moyenne journalière de la production hydraulique profilée (W);5770761.0
2021-01-28;Puissance moyenne journalière de la production autres totale (W);1695162471.0
2021-01-31;Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);4594637902.0
2021-01-31;Puissance moyenne journalière de la production cogénération totale (W);1740492617.0
2021-02-12;Puissance moyenne journalière de la consommation totale (W);60147232444.0
2021-02-12;Puissance moyenne journalière de la consommation télérelevée HTA (W);13850264115.0
2021-02-12;Puissance moyenne journalière de la consommation profilée HTA (W);365335313.0
2021-02-12;Puissance moyenne journalière de la production cogénération profilée (W);225678.0
2021-02-23;Puissance moyenne journalière de la consommation profilée HTA (W);298607417.0
2021-02-23;Puissance moyenne journalière de la production hydraulique profilée (W);6215146.0
2021-03-13;Puissance moyenne journalière de la production profilée totale (W);389446368.0
2021-03-13;Puissance moyenne journalière de la production autres totale (W);1738899922.0
2021-03-28;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2244030075.0
2021-03-28;Puissance moyenne journalière de la production autres totale (W);1483092260.0
2021-04-01;Puissance moyenne journalière de la consommation totale (W);34972331432.0
2021-04-01;Puissance moyenne journalière de la consommation télérelevée HTA (W);12798405785.0
2021-04-01;Puissance moyenne journalière de la production cogénération profilée (W);65857.0
2021-04-02;Puissance moyenne journalière de la production télérelevée totale (W);9827972660.0
2021-04-17;Puissance moyenne journalière de la consommation totale (W);39610698290.0
2021-04-29;Puissance moyenne journalière de la production télérelevée totale (W);3953488813.0
2021-04-29;Puissance moyenne journalière de la production hydraulique profilée (W);4074594.0
2021-05-09;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1275085478.0
2021-05-09;Puissance moyenne journalière de la production profilée totale (W);545780485.0
2021-05-09;Puissance moyenne journalière de la production cogénération totale (W);7637749.0
2021-05-09;Puissance moyenne journalière de la production hydraulique profilée (W);6261913.0
2021-05-21;Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);1939479248.0
2021-05-21;Puissance moyenne journalière de la consommation profilée HTA (W);265720440.0
2021-05-21;Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);2741045491.0
2021-05-21;Puissance moyenne journalière de la production autres totale (W);1806634556.0
2021-05-21;Puissance moyenne journalière de la production autres profilée (W);2118755.0
2021-05-26;Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);2022034.0
2021-05-26;Puissance moyenne journalière de la production cogénération totale (W);13427793.0
2021-05-27;Puissance moyenne journalière de la consommation totale (W);35276051260.0
